# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,5.5,5.0,0.0,0,3.0,0,0.0,0.0,0.0
 0.11969759283462535,5.521491270595606,5.0,0.0,0.359092778503876,2.9999999999999996,0,0.0,0.0,0.0
 0.16864501517202896,5.542661711713561,5.0,0.0,0.5059350455160868,2.9999999999999996,0,0.0,0.0,0.0
 0.2057728507840384,5.563513699179685,5.0,0.0,0.6173185523521151,2.9999999999999987,0,0.0,0.0,0.0
 0.23671305951834684,5.584049608819805,5.0,0.0,0.7101391785550404,2.999999999999999,0,0.0,0.0,0.0
 0.26365610993582733,5.60427181645974,5.0,0.0,0.7909683298074819,3.000000000000001,0,0.0,0.0,0.0
 0.28772984774531823,5.624182697925316,5.0,0.0,0.8631895432359545,2.999999999999998,0,0.0,0.0,0.0
 0.30960687873748893,5.643784629042355,5.0,0.0,0.9288206362124666,2.9999999999999973,0,0.0,0.0,0.0
 0.3297271454164098,5.663079985636681,5.0,0.0,0.9891814362492292,3.0,0,0.0,0.0,0.0
 0.34839742013407476,5.6820711435341185,5.0,0.0,1.045192260402224,2.999999999999991,0,0.0,0.0,0.0
 0.3658419317687957,5.700760478560486,5.0,0.0,1.0975257953063866,2.999999999999994,0,0.0,0.0,0.0
 0.38223061672382397,5.719150366541612,5.0,0.0,1.1466918501714713,2.9999999999999964,0,0.0,0.0,0.0
 0.3976960173325995,5.737243183303317,5.0,0.0,1.193088051997798,3.0,0,0.0,0.0,0.0
 0.4123439540573085,5.7550413046714235,5.0,0.0,1.237031862171925,3.0,0,0.0,0.0,0.0
 0.426260567002357,5.772547106471756,5.0,0.0,1.2787817010070703,2.999999999999996,0,0.0,0.0,0.0
 0.439517132415516,5.789762964530137,5.0,0.0,1.3185513972465472,2.9999999999999916,0,0.0,0.0,0.0
 0.452173458363337,5.806691254672391,5.0,0.0,1.3565203750900103,3.0000000000000044,0,0.0,0.0,0.0
 0.464280341118983,5.823334352724339,5.0,0.0,1.3928410233569481,2.9999999999999907,0,0.0,0.0,0.0
 0.47588138193728247,5.839694634511806,5.0,0.0,1.4276441458118465,2.9999999999999902,0,0.0,0.0,0.0
 0.48701435698249834,5.855774475860614,5.0,0.0,1.4610430709474942,3.000000000000005,0,0.0,0.0,0.0
 0.4977122680134165,5.871576252596588,5.0,0.0,1.4931368040402486,2.9999999999999947,0,0.0,0.0,0.0
 0.5080041604459224,5.88710234054555,5.0,0.0,1.5240124813377665,3.0,0,0.0,0.0,0.0
 0.517915768913133,5.9023551155333225,5.0,0.0,1.553747306739398,3.000000000000011,0,0.0,0.0,0.0
 0.5274700328838461,5.917336953385728,5.0,0.0,1.5824100986515373,2.999999999999977,0,0.0,0.0,0.0
 0.5366875130083254,5.932050229928592,5.0,0.0,1.6100625390249754,3.000000000000024,0,0.0,0.0,0.0
 0.545586730647375,5.946497320987737,5.0,0.0,1.6367601919421242,3.0000000000000124,0,0.0,0.0,0.0
 0.5541844472670243,5.960680602388986,5.0,0.0,1.6625533418010723,3.0,0,0.0,0.0,0.0
 0.5624958962565336,5.974602449958161,5.0,0.0,1.6874876887696,2.9999999999999734,0,0.0,0.0,0.0
 0.5705349767373811,5.988265239521086,5.0,0.0,1.7116049302121426,3.0000000000000275,0,0.0,0.0,0.0
 0.578314416734003,6.001671346903585,5.0,0.0,1.7349432502020083,3.000000000000014,0,0.0,0.0,0.0
 0.5858459114428641,6.01482314793148,5.0,0.0,1.7575377343285918,3.0,0,0.0,0.0,0.0
 0.5931402411069381,6.027723018430595,5.0,0.0,1.7794207233208135,2.9999999999999694,0,0.0,0.0,0.0
 0.6002073720677729,6.040373334226753,5.0,0.0,1.8006221162033178,3.0,0,0.0,0.0,0.0
 0.6070565438495146,6.052776471145776,5.0,0.0,1.821169631548543,3.0000000000000164,0,0.0,0.0,0.0
 0.6136963445730523,6.06493480501349,5.0,0.0,1.8410890337191563,3.0,0,0.0,0.0,0.0
 0.6201347765637802,6.076850711655714,5.0,0.0,1.86040432969134,2.9999999999999827,0,0.0,0.0,0.0
 0.6263793136741113,6.088526566898276,5.0,0.0,1.879137941022333,3.0,0,0.0,0.0,0.0
 0.6324369515701388,6.099964746566995,5.0,0.0,1.8973108547104156,3.0,0,0.0,0.0,0.0
 0.6383142520147349,6.1111676264876955,5.0,0.0,1.914942756044204,3.000000000000019,0,0.0,0.0,0.0
 0.6440173820046594,6.122137582486203,5.0,0.0,1.9320521460139775,2.9999999999999805,0,0.0,0.0,0.0
 0.6495521484778758,6.132876990388336,5.0,0.0,1.9486564454336266,3.0,0,0.0,0.0,0.0
 0.6549240291921519,6.1433882260199235,5.0,0.0,1.9647720875764547,2.999999999999979,0,0.0,0.0,0.0
 0.6601382002817207,6.153673665206783,5.0,0.0,1.980414600845161,3.0,0,0.0,0.0,0.0
 0.6651995609212537,6.163735683774743,5.0,0.0,1.99559868276376,2.9999999999999782,0,0.0,0.0,0.0
 0.6701127554621541,6.173576657549621,5.0,0.0,2.0103382663864613,3.0,0,0.0,0.0,0.0
 0.674882193352907,6.183198962357245,5.0,0.0,2.02464658005872,2.999999999999977,0,0.0,0.0,0.0
 0.679512067110627,6.1926049740234355,5.0,0.0,2.0385362013318797,3.0,0,0.0,0.0,0.0
 0.6840063685736739,6.201797068374017,5.0,0.0,2.052019105721021,3.0000000000000493,0,0.0,0.0,0.0
